source	target	weight	avg_streams
latin	reggaeton	479	106046838.22727272
latin	latin	282	104895305.03488372
pop rap	rap	222	53856301.00917431
rap	trap	218	66562200.67326733
hip hop	rap	203	54050063.56790123
reggaeton	reggaeton	197	105055988.68115942
latin	tropical	195	107063300.45614035
rap	rap	194	55906963.36697248
latin	trap latino	187	119762208.56666666
pop	pop	185	100645552.49242423
dance pop	pop	183	86030063.95
latin	reggaeton flow	178	109168794.71428572
reggaeton	tropical	166	97913663.48
reggaeton	trap latino	165	117973323.73214284
reggaeton	reggaeton flow	159	115727200.31707317
pop	post-teen pop	157	97044044.11111107
latin	latin hip hop	135	106721954.6
pop rap	trap	130	55782000.375
pop	pop rap	122	66067546.975
latin hip hop	reggaeton	121	111502454.17948718
hip hop	pop rap	107	60439696.78688525
pop	rap	105	58316709.90769231
pop	tropical house	103	74862523.42372881
rap	southern hip hop	102	50697315.17460317
hip hop	trap	93	56837018.32727273
rap	underground hip hop	92	14054992.75
melodic rap	rap	89	65295637.48214286
edm	pop	85	66541194.68085106
electropop	pop	84	84204277.12244898
atl hip hop	rap	83	62199672.98
reggaeton flow	trap latino	79	116317871.03703704
trap latino	tropical	78	111559660.31578948
dance pop	post-teen pop	78	96891779.90566038
reggaeton flow	tropical	74	106242564.4074074
pop rap	pop rap	73	71482081.39285715
dance pop	tropical house	69	61678727.06666667
melodic rap	trap	66	84110288.14285715
latin hip hop	trap latino	65	130890299.73076925
latin hip hop	reggaeton flow	65	115670503.86363636
trap	trap	63	49254852.51111111
hip hop	underground hip hop	61	7782368.875
pop rap	southern hip hop	61	60619390.72093023
dance pop	edm	61	65228629.9
pop	trap	60	47684998.33333334
latin	trap argentino	58	70606537.92857143
dance pop	pop rap	58	76527244.90476191
melodic rap	pop rap	55	57648916.02325582
hip hop	hip hop	54	55815353.6
latin	panamanian pop	53	107296618.0
dance pop	dance pop	52	73111322.0
southern hip hop	trap	52	45846738.79411765
latin	latin pop	50	120606938.81481482
post-teen pop	tropical house	49	64908942.43902439
dance pop	rap	49	66241281.66666666
colombian pop	latin	47	89253627.0
atl hip hop	pop rap	47	50968732.0
reggaeton	trap argentino	46	73764306.61538461
latin hip hop	tropical	46	80287251.85714285
atl hip hop	trap	46	48197448.86666667
hip hop	pop	46	39731070.7
reggaeton flow	reggaeton flow	45	83560945.28571428
german hip hop	german hip hop	43	11573065.08
hip hop	southern hip hop	43	74940676.66666667
latin	r&b en espanol	42	113556540.3846154
latin	pop	42	101645795.79166669
latin pop	reggaeton	41	120606938.81481482
rap	vapor trap	41	13693528.625
nc hip hop	rap	40	39344223.875
pop	reggaeton	40	107808331.3181818
dance pop	electropop	39	67615481.71428572
pop rap	post-teen pop	39	82745920.96969697
atl trap	rap	38	54993399.68181818
edm	post-teen pop	38	69187390.19354838
latin	puerto rican pop	37	155005033.0
edm	tropical house	37	54400258.61904762
pop	uk pop	37	134077794.36666666
panamanian pop	reggaeton	36	107296618.0
r&b en espanol	reggaeton	36	120556623.33333331
colombian pop	reggaeton	35	85576089.4375
atl hip hop	hip hop	35	43880862.64
trap latino	trap latino	34	125725075.23529412
electropop	post-teen pop	34	88368770.76666667
underground hip hop	underground hip hop	34	7066253.75
electropop	tropical house	32	58765614.18181818
dance pop	latin	32	98325076.77272728
miami hip hop	rap	32	50001841.8
post-teen pop	post-teen pop	32	132040958.83333331
conscious hip hop	rap	31	39519826.31578948
tropical	tropical	30	71529716.13636364
dance pop	reggaeton	30	104771793.95
underground hip hop	vapor trap	30	5867561.0
puerto rican pop	reggaeton	29	169795789.25
electro house	pop	29	66403470.13636363
hip hop	melodic rap	29	64896467.0
hip hop	vapor trap	28	15035111.42857143
dance pop	trap	28	55154016.47619048
pop	southern hip hop	28	30648845.65
pop	uk dance	27	98473639.57142857
post-teen pop	rap	27	75956324.7
deep german hip hop	german hip hop	27	7134307.285714285
melodic rap	pop	26	53326558.39130435
trap	underground hip hop	26	16693545.857142854
gangster rap	rap	25	70921197.30434783
pop	r&b	25	70834113.1
canadian pop	pop	25	150127764.7142857
dance pop	uk dance	25	55876526.66666666
cali rap	rap	25	53183002.2
latin	rap latina	25	89093201.55555555
latin	pop reggaeton	24	159397727.33333334
latin	pop rap	24	121403664.63157897
house	pop	24	103461121.27272728
atl hip hop	southern hip hop	24	49518555.85714286
hip hop	nc hip hop	23	17104941.3
pop rap	underground hip hop	23	15462297.222222222
pop rap	reggaeton	22	131703165.76470588
edm	electropop	22	51748995.38888889
tropical house	tropical house	22	54175307.05
canadian hip hop	rap	22	81697632.42105263
canadian pop	rap	22	79713229.16666667
rap	trap soul	22	60228111.0
baile pop	funk carioca	22	18179758.166666668
conscious hip hop	hip hop	21	16280730.785714285
atl trap	hip hop	21	44788068.66666666
dirty south rap	rap	21	44922278.85714286
rap	toronto rap	21	88593409.0
melodic rap	southern hip hop	21	56305869.6
pop rap	r&b	21	42317054.78571428
dance pop	house	20	47773300.0
dance pop	electro house	20	54683353.06666667
dfw rap	rap	20	94743108.4375
atl hip hop	melodic rap	20	104164953.26315787
dfw rap	trap	19	147814648.17647058
nc hip hop	underground hip hop	19	8675420.833333334
melodic rap	melodic rap	19	51724299.0
moombahton	pop	19	69108938.375
edm	pop rap	19	90160603.1764706
queens hip hop	rap	19	18941515.166666668
canadian hip hop	trap	19	75809583.5
dance pop	uk pop	19	115591945.26666668
rap latina	reggaeton	19	89093201.55555555
puerto rican pop	tropical	18	168620275.7142857
big room	dance pop	18	32208571.15384615
latin	post-teen pop	18	93732915.46153846
miami hip hop	trap	18	54939201.75
canadian hip hop	pop rap	18	111938048.4375
canadian pop	pop rap	18	84755293.0625
toronto rap	trap	18	78121325.0
argentine hip hop	latin	18	80173669.8
r&b	rap	18	52821296.14285714
post-teen pop	trap	18	61615938.0625
atl hip hop	pop	18	41466793.92857143
trap soul	underground hip hop	18	5421875.0
panamanian pop	tropical	17	75966547.58333333
latin	rap	17	136607763.30769232
nc hip hop	trap	17	38019247.692307696
electropop	electropop	17	132302228.36363636
big room	pop	17	32844571.66666667
edm	latin	17	110199501.27272728
cali rap	trap	17	53183002.2
tropical house	uk pop	17	93063710.15384616
alternative r&b	pop	17	148758300.6
dance pop	hip hop	17	43428379.2
post-teen pop	uk pop	17	140690145.75
puerto rican pop	trap latino	16	174524558.45454547
pop reggaeton	reggaeton	16	159397727.33333334
colombian pop	latin pop	16	90888544.92857143
latin hip hop	latin hip hop	16	93046629.55555557
bmore	pop	16	69108938.375
ninja	pop	16	69108938.375
edm	reggaeton	16	116624295.6
post-teen pop	reggaeton	16	104619281.0
edm	uk pop	16	89634387.76923077
rap	urban contemporary	16	11016999.222222222
r&b en espanol	trap argentino	15	82924288.18181819
puerto rican pop	reggaeton flow	15	152375333.375
panamanian pop	trap latino	15	127714645.90909092
rap	reggaeton	15	150264226.27272728
atl trap	pop rap	15	42069980.6
tropical house	uk dance	15	38167561.75
pop	trap latino	15	105905207.66666669
rap	sudanese pop	15	5867561.0
canadian pop	trap	15	74131184.85714285
dirty south rap	pop rap	15	51289390.41666666
pop rap	toronto rap	15	110894182.83333331
cali rap	pop rap	15	53183002.2
colombian pop	tropical	15	77702426.11111109
contemporary country	pop	15	73213968.66666667
miami hip hop	pop rap	15	41271586.833333336
italian hip hop	italian hip hop	15	7248392.0
pop rap	uk pop	15	56940925.9
pop rap	urban contemporary	15	19206519.7
latin hip hop	panamanian pop	14	99033318.92307691
post-teen pop	uk dance	14	58433125.0
edm	edm	14	51959321.33333334
rap	trap latino	14	140764885.5
atl trap	trap	14	27205996.4
dfw rap	pop rap	14	84561541.84615384
hip hop	post-teen pop	14	37861351.2
pop	tropical	14	74105350.33333333
cali rap	underground hip hop	14	29199589.66666667
hip hop	miami hip hop	14	62553985.42857143
funk carioca	funk carioca	14	16262450.857142854
latin	perreo	14	27691961.5
perreo	reggaeton	14	27691961.5
latin hip hop	puerto rican pop	13	180083554.375
conscious hip hop	trap	13	46707728.75
electro house	tropical house	13	43781120.27272727
electro house	post-teen pop	13	63137441.83333334
edm	rap	13	103992756.33333331
emo rap	trap	13	71203035.88888891
cali rap	hip hop	13	53040514.28571428
conscious hip hop	pop rap	13	50544202.91666666
pop rap	tropical house	13	70553332.6
chicago rap	trap	13	46205179.58333334
german hip hop	hamburg hip hop	13	8088411.5
trap argentino	tropical	12	64997961.25
pop rap	vapor trap	12	57706366.44444445
house	uk dance	12	46042418.16666666
edm	uk dance	12	35775976.6
edm	electro house	12	43781120.27272727
chicago rap	melodic rap	12	56538159.90909091
australian pop	pop	12	77706060.83333333
reggaeton flow	trap argentino	12	88293326.57142857
pop rap	trap latino	12	145157630.33333334
hip hop	queens hip hop	12	24868307.8
queens hip hop	underground hip hop	12	5867561.0
sudanese pop	underground hip hop	12	5867561.0
emo rap	rap	12	69944819.6
gangster rap	pop rap	12	74400326.41666667
latin pop	tropical	12	135272003.4
argentine hip hop	reggaeton	12	80173669.8
hip hop	r&b	12	57511679.875
nc hip hop	pop rap	12	50225983.3
